,0
6157,"['0331', '40']"
6158,WOR
6159,"['0000108516', '0531']"
6160,WPC
6161,"['0001025378', '1231']"
6162,WPP
6163,"['0000806968', '40']"
6164,WPRT
6165,"['0001370416', '40']"
6166,WPX
6167,"['0001518832', '1231']"
6168,WRB
6169,"['0000011544', '1231']"
6170,WRE
6171,"['0000104894', '1231']"
6172,WRI
6173,"['0000828916', '1231']"
6174,WRLD
6175,"['0000108385', '0331']"
6176,WSBC
6177,"['0000203596', '1231']"
6178,WSBF
6179,"['0001329517', '1231']"
6180,WSFS
6181,"['0000828944', '1231']"
6182,WSM
6183,"['0000719955', '0129']"
6184,WSO
6185,"['0000105016', '1231']"
6186,WSR
6187,"['0001175535', '1231']"
6188,WST
6189,"['0000105770', '1231']"
6190,WSTG
6191,"['0000945983', '1231']"
6192,WSTL
6193,"['0001002135', '0331']"
6194,WTBA
6195,"['0001166928', '1231']"
6196,WTFC
6197,"['0001015328', '1231']"
6198,WTI
6199,"['0001288403', '1231']"
6200,WTM
6201,"['0000776867', '0']"
6202,WTR
6203,"['0000078128', '1231']"
6204,WTS
6205,"['0000795403', '1231']"
6206,WU
6207,"['0001365135', '1231']"
6208,WWD
6209,"['0000108312', '0930']"
6210,WWE
6211,"['0001091907', '1231']"
6212,WWW
6213,"['0000110471', '1228']"
6214,WY
6215,"['0000106535', '1231']"
6216,WYNN
6217,"['0001174922', '1231']"
6218,WYY
6219,"['0001034760', '1231']"
6220,X
6221,"['0001163302', '1231']"
6222,XEC
6223,"['0001168054', '1231']"
6224,XEL
6225,"['0000072903', '1231']"
6226,XLNX
6227,"['0000743988', '0328']"
6228,XOM
6229,"['0000034088', '1231']"
6230,XOMA
6231,"['0000791908', '1231']"
6232,XPO
6233,"['0001166003', '1231']"
6234,XRAY
6235,"['0000818479', '1231']"
6236,XRX
6237,"['1231', '40']"
6238,XYL
6239,"['0001524472', '1231']"
6240,Y
6241,"['0000775368', '1231']"
6242,YELP
6243,"['0001345016', '1231']"
6244,YNDX
6245,"['7', '40']"
6246,YORW
6247,"['0000108985', '1231']"
6248,YPF
6249,"['0000904851', '40']"
6250,YRCW
6251,"['0000716006', '1231']"
6252,YUM
6253,"['0001041061', '1231']"
6254,Z
6255,"['0001617640', '1231']"
6256,ZAGG
6257,"['0001296205', '1231']"
6258,ZBRA
6259,"['0000877212', '1231']"
6260,ZEUS
6261,"['0000917470', '1231']"
6262,ZGNX
6263,"['0001375151', '1231']"
6264,ZION
6265,"['0000109380', '1231']"
6266,ZIOP
6267,"['0001107421', '1231']"
6268,ZIXI
6269,"['0000855612', '1231']"
6270,ZNGA
6271,"['0001439404', '1231']"
6272,ZUMZ
6273,"['0001318008', '0201']"
