,symbol,sector,industry
1949,IR,Industrials,Diversified Industrials
1950,IRBT,Technology,Consumer Electronics
1951,IRDM,Communication Services,Telecom Services
1952,IRET,Real Estate,REIT - Residential
1953,IRIX,Healthcare,Medical Devices
1954,IRM,Real Estate,REIT - Diversified
1955,IRMD,Healthcare,Medical Devices
1956,IRS,Real Estate,Real Estate - General
1957,IRT,Real Estate,REIT - Residential
1958,IRTC,Healthcare,Medical Instruments & Supplies
1959,IRWD,Healthcare,Drug Manufacturers - Specialty & Generic
1960,ISBC,Financial Services,Savings & Cooperative Banks
1961,ISCA,NULL,NULL
1962,ISDR,Technology,Information Technology Services
1963,ISNS,Technology,Scientific & Technical Instruments
1964,ISR,Healthcare,Medical Instruments & Supplies
1965,ISRG,Healthcare,Medical Instruments & Supplies
1966,ISTR,Financial Services,Banks - Regional - US
1967,IT,Technology,Information Technology Services
1968,ITCI,Healthcare,Biotechnology
1969,ITG,NULL,NULL
1970,ITGR,Healthcare,Medical Devices
1971,ITI,Technology,Communication Equipment
1972,ITRI,Technology,Scientific & Technical Instruments
1973,ITRN,Technology,Communication Equipment
1974,ITT,Industrials,Diversified Industrials
1975,ITUB,Financial Services,Banks - Regional - Latin America
1976,ITW,Industrials,Diversified Industrials
1977,IVAC,Technology,Electronic Components
1978,IVC,Healthcare,Medical Devices
1979,IVR,Real Estate,REIT - Diversified
1980,IVZ,Financial Services,Asset Management
1981,IZEA,Technology,Internet Content & Information
1982,JACK,Consumer Cyclical,Restaurants
1983,JAG,Energy,Oil & Gas E&P
1984,JAKK,Consumer Cyclical,Leisure
1985,JASN,Industrials,Diversified Industrials
1986,JAX,Consumer Cyclical,Restaurants
1987,JAZZ,Healthcare,Biotechnology
1988,JBGS,Real Estate,REIT - Office
1989,JBHT,Industrials,Integrated Shipping & Logistics
1990,JBL,Technology,Contract Manufacturers
1991,JBLU,Industrials,Airlines
1992,JBT,Industrials,Diversified Industrials
1993,JCAP,Real Estate,REIT - Industrial
1994,JCI,Industrials,Engineering & Construction
1995,JCOM,Technology,Software - Infrastructure
1996,JCP,Consumer Cyclical,Department Stores
1997,JCS,Technology,Communication Equipment
1998,JD,Consumer Cyclical,Specialty Retail
1999,JE,Utilities,Utilities - Diversified
2000,JEC,Industrials,Engineering & Construction
2001,JELD,Basic Materials,Building Materials
2002,JHG,Financial Services,Asset Management
2003,JILL,Consumer Cyclical,Apparel Stores
2004,JJSF,Consumer Defensive,Packaged Foods
2005,JKHY,Industrials,Business Services
2006,JKS,Technology,Solar
2007,JLL,Real Estate,Real Estate Services
2008,JMEI,Consumer Cyclical,Specialty Retail
2009,JMP,Financial Services,Capital Markets
2010,JNCE,Healthcare,Biotechnology
2011,JNJ,Healthcare,Drug Manufacturers - Major
2012,JNPR,Technology,Communication Equipment
2013,JOBS,Industrials,Staffing & Outsourcing Services
2014,JOE,Real Estate,Real Estate - General
2015,JONE,NULL,NULL
2016,JOUT,Consumer Cyclical,Leisure
2017,JP,Financial Services,Asset Management
2018,JPM,Financial Services,Banks - Global
2019,JRSH,Consumer Cyclical,Apparel Manufacturing
2020,JRVR,Financial Services,Insurance - Specialty
2021,JT,Financial Services,Credit Services
2022,JVA,Consumer Defensive,Packaged Foods
2023,JW.A,NULL,NULL
2024,JW/A,NULL,NULL
2025,JWN,Consumer Cyclical,Department Stores
2026,JYNT,Healthcare,Medical Care
2027,K,Consumer Defensive,Packaged Foods
2028,KAI,Industrials,Diversified Industrials
2029,KALA,Healthcare,Biotechnology
2030,KALU,Basic Materials,Aluminum
2031,KAMN,Industrials,Aerospace & Defense
2032,KAR,Consumer Cyclical,Specialty Retail
2033,KBH,Consumer Cyclical,Residential Construction
2034,KBR,Industrials,Engineering & Construction
2035,KCAP,NULL,NULL
2036,KDP,Consumer Defensive,Beverages - Soft Drinks
2037,KE,Technology,Electronic Components
2038,KEG,Energy,Oil & Gas Equipment & Services
2039,KELYA,Industrials,Staffing & Outsourcing Services
2040,KEM,Technology,Electronic Components
2041,KEN,Utilities,Utilities - Regulated Electric
2042,KEQU,Industrials,Business Equipment
2043,KEX,Industrials,Shipping & Ports
2044,KEY,Financial Services,Banks - Regional - US
2045,KEYS,Technology,Scientific & Technical Instruments
2046,KEYW,NULL,NULL
2047,KFRC,Industrials,Staffing & Outsourcing Services
2048,KFY,Industrials,Staffing & Outsourcing Services
2049,KGC,Basic Materials,Gold
2050,KHC,Consumer Defensive,Packaged Foods
2051,KIDS,Healthcare,Medical Devices
2052,KIM,Real Estate,REIT - Retail
2053,KIN,Healthcare,Biotechnology
2054,KINS,Financial Services,Insurance - Property & Casualty
2055,KIRK,Consumer Cyclical,Specialty Retail
2056,KKR,Financial Services,Asset Management
2057,KL,Basic Materials,Gold
2058,KLAC,Technology,Semiconductor Equipment & Materials
2059,KLIC,Technology,Semiconductor Equipment & Materials
2060,KLXE,Energy,Oil & Gas Equipment & Services
2061,KMB,Consumer Defensive,Household & Personal Products
2062,KMDA,Healthcare,Biotechnology
2063,KMI,Energy,Oil & Gas Midstream
2064,KMPH,Healthcare,Biotechnology
2065,KMPR,Financial Services,Insurance - Property & Casualty
2066,KMT,Industrials,Tools & Accessories
2067,KMX,Consumer Cyclical,Auto & Truck Dealerships
2068,KN,Technology,Communication Equipment
2069,KNL,Industrials,Business Equipment
2070,KNOP,Industrials,Shipping & Ports
2071,KNSL,Financial Services,Insurance - Property & Casualty
2072,KNX,Industrials,Trucking
2073,KO,Consumer Defensive,Beverages - Soft Drinks
2074,KOF,Consumer Defensive,Beverages - Soft Drinks
2075,KONA,NULL,NULL
2076,KOOL,Healthcare,Medical Devices
2077,KOP,Basic Materials,Specialty Chemicals
2078,KOPN,Technology,Semiconductors
2079,KOS,Energy,Oil & Gas E&P
2080,KPTI,Healthcare,Biotechnology
2081,KR,Consumer Defensive,Grocery Stores
2082,KRA,Basic Materials,Specialty Chemicals
2083,KRC,Real Estate,REIT - Office
2084,KREF,Real Estate,REIT - Retail
2085,KRG,Real Estate,REIT - Retail
2086,KRNT,Industrials,Diversified Industrials
2087,KRNY,Financial Services,Savings & Cooperative Banks
2088,KRO,Basic Materials,Specialty Chemicals
2089,KRP,Energy,Oil & Gas E&P
2090,KSS,Consumer Cyclical,Department Stores
2091,KSU,Industrials,Railroads
2092,KTB,Consumer Cyclical,Apparel Manufacturing
2093,KTCC,Technology,Computer Systems
2094,KTOS,Industrials,Aerospace & Defense
2095,KURA,Healthcare,Biotechnology
2096,KVHI,Technology,Communication Equipment
2097,KW,Real Estate,Real Estate Services
2098,KWR,Basic Materials,Specialty Chemicals
2099,KZR,Healthcare,Biotechnology
2100,L,Financial Services,Insurance - Property & Casualty
2101,LABL,NULL,NULL
2102,LAD,Consumer Cyclical,Auto & Truck Dealerships
2103,LADR,Real Estate,REIT - Diversified
2104,LAKE,Consumer Cyclical,Apparel Manufacturing
2105,LAMR,Real Estate,REIT - Diversified
2106,LANC,Consumer Defensive,Packaged Foods
2107,LAND,Real Estate,REIT - Industrial
2108,LASR,Technology,Semiconductors
2109,LAUR,Consumer Defensive,Education & Training Services
2110,LAWS,Industrials,Industrial Distribution
2111,LAZ,Financial Services,Capital Markets
2112,LAZY,Consumer Cyclical,Auto & Truck Dealerships
2113,LB,Consumer Cyclical,Apparel Stores
2114,LBAI,Financial Services,Banks - Regional - US
2115,LBC,Financial Services,Banks - Regional - US
2116,LBRDA,Communication Services,Pay TV
2117,LBRDK,Communication Services,Pay TV
2118,LBRT,Energy,Oil & Gas Equipment & Services
2119,LBTYA,Communication Services,Pay TV
2120,LBY,Consumer Cyclical,Home Furnishings & Fixtures
2121,LC,Financial Services,Credit Services
2122,LCI,Healthcare,Drug Manufacturers - Specialty & Generic
2123,LCII,Consumer Cyclical,Recreational Vehicles
2124,LCNB,Financial Services,Banks - Regional - US
2125,LCTX,Healthcare,Biotechnology
2126,LDL,Consumer Cyclical,Auto Parts
2127,LDOS,Technology,Information Technology Services
2128,LE,Consumer Cyclical,Specialty Retail
2129,LEA,Consumer Cyclical,Auto Parts
2130,LEAF,Technology,Internet Content & Information
2131,LECO,Industrials,Tools & Accessories
2132,LEDS,Technology,Semiconductor Memory
2133,LEE,Consumer Cyclical,Publishing
2134,LEG,Consumer Cyclical,Home Furnishings & Fixtures
2135,LEJU,Real Estate,Real Estate Services
2136,LEN,Consumer Cyclical,Residential Construction
2137,LEVI,Consumer Cyclical,Apparel Manufacturing
2138,LFUS,Technology,Electronic Components
2139,LFVN,Consumer Defensive,Household & Personal Products
2140,LGCY,NULL,NULL
2141,LGF.A,NULL,NULL
2142,LGIH,Consumer Cyclical,Residential Construction
2143,LGND,Healthcare,Biotechnology
2144,LH,Healthcare,Diagnostics & Research
2145,LHCG,Healthcare,Medical Care
2146,LHX,Industrials,Aerospace & Defense
2147,LIFE,Healthcare,Biotechnology
2148,LII,Industrials,Diversified Industrials
2149,LILA,Communication Services,Telecom Services
2150,LIN,Basic Materials,Specialty Chemicals
2151,LINC,Consumer Defensive,Education & Training Services
2152,LIND,Consumer Cyclical,Leisure
2153,LION,NULL,NULL
2154,LIQT,Industrials,Pollution & Treatment Controls
2155,LITB,Consumer Cyclical,Specialty Retail
2156,LITE,Technology,Communication Equipment
2157,LIVN,Healthcare,Medical Devices
2158,LIVX,Consumer Cyclical,Media - Diversified
2159,LJPC,Healthcare,Biotechnology
2160,LK,Consumer Cyclical,Restaurants
2161,LKFN,Financial Services,Banks - Regional - US
2162,LKQ,Consumer Cyclical,Auto Parts
2163,LKSD,Industrials,Business Services
2164,LL,Consumer Cyclical,Home Improvement Stores
2165,LLEX,Energy,Oil & Gas E&P
2166,LLL,NULL,NULL
2167,LLNW,Technology,Internet Content & Information
2168,LLY,Healthcare,Drug Manufacturers - Major
2169,LM,Financial Services,Asset Management
2170,LMAT,Healthcare,Medical Instruments & Supplies
2171,LMB,Industrials,Engineering & Construction
2172,LMNR,Consumer Defensive,Farm Products
2173,LMNX,Healthcare,Medical Instruments & Supplies
2174,LMRK,Real Estate,Real Estate Services
2175,LMT,Industrials,Aerospace & Defense
2176,LNC,Financial Services,Insurance - Life
2177,LNDC,Consumer Defensive,Packaged Foods
2178,LNG,Energy,Oil & Gas Midstream
2179,LNN,Industrials,Farm & Construction Equipment
2180,LNT,Utilities,Utilities - Regulated Electric
2181,LNTH,Healthcare,Diagnostics & Research
2182,LOAN,Real Estate,REIT - Diversified
2183,LOB,Financial Services,Savings & Cooperative Banks
2184,LOCO,Consumer Cyclical,Restaurants
2185,LODE,Real Estate,Real Estate Services
2186,LOGI,Technology,Computer Systems
2187,LOGM,Technology,Software - Application
2188,LONE,Energy,Oil & Gas E&P
2189,LOOP,Industrials,Waste Management
2190,LOPE,Consumer Defensive,Education & Training Services
2191,LOV,Technology,Internet Content & Information
2192,LOVE,Consumer Cyclical,Home Furnishings & Fixtures
2193,LOW,Consumer Cyclical,Home Improvement Stores
2194,LOXO,NULL,NULL
2195,LPCN,Healthcare,Drug Manufacturers - Specialty & Generic
2196,LPG,Industrials,Shipping & Ports
2197,LPI,Energy,Oil & Gas E&P
2198,LPL,Technology,Consumer Electronics
2199,LPLA,Financial Services,Capital Markets
2200,LPSN,Technology,Software - Application
2201,LPT,Real Estate,REIT - Office
2202,LPTH,Technology,Electronic Components
2203,LPX,Basic Materials,Building Materials
2204,LQDA,Healthcare,Biotechnology
2205,LQDT,Consumer Cyclical,Specialty Retail
2206,LRAD,NULL,NULL
2207,LRCX,Technology,Semiconductor Equipment & Materials
2208,LRN,Consumer Defensive,Education & Training Services
2209,LSCC,Technology,Semiconductors
2210,LSI,Real Estate,REIT - Industrial
2211,LSTR,Industrials,Integrated Shipping & Logistics
2212,LSXMA,Consumer Cyclical,Broadcasting - Radio
2213,LSXMK,Consumer Cyclical,Broadcasting - Radio
2214,LTC,Real Estate,REIT - Healthcare Facilities
2215,LTHM,Basic Materials,Specialty Chemicals
2216,LTM,Industrials,Airlines
2217,LTRX,Technology,Communication Equipment
2218,LTS,Financial Services,Capital Markets
2219,LTXB,Financial Services,Banks - Regional - US
2220,LUB,Consumer Cyclical,Restaurants
2221,LULU,Consumer Cyclical,Apparel Stores
2222,LUNA,Technology,Scientific & Technical Instruments
2223,LUV,Industrials,Airlines
2224,LVS,Consumer Cyclical,Resorts & Casinos
2225,LW,Consumer Defensive,Packaged Foods
2226,LWAY,Consumer Defensive,Packaged Foods
2227,LX,Financial Services,Credit Services
2228,LXFR,Industrials,Diversified Industrials
2229,LXFT,NULL,NULL
2230,LXP,Real Estate,REIT - Diversified
2231,LXRX,Healthcare,Biotechnology
2232,LXU,Basic Materials,Chemicals
2233,LYB,Basic Materials,Specialty Chemicals
2234,LYFT,Technology,Software - Application
2235,LYTS,Technology,Electronic Components
2236,LYV,Consumer Cyclical,Media - Diversified
2237,LZB,Consumer Cyclical,Home Furnishings & Fixtures
2238,M,Consumer Cyclical,Department Stores
2239,MA,Financial Services,Credit Services
2240,MAA,Real Estate,REIT - Residential
2241,MAC,Real Estate,REIT - Retail
2242,MACK,Healthcare,Biotechnology
2243,MAG,Basic Materials,Silver
2244,MAIN,Financial Services,Asset Management
2245,MAMS,NULL,NULL
2246,MAN,Industrials,Staffing & Outsourcing Services
2247,MANH,Technology,Software - Application
2248,MANT,Technology,Software - Application
2249,MANU,Consumer Cyclical,Leisure
2250,MAR,Consumer Cyclical,Lodging
2251,MARA,Financial Services,Capital Markets
2252,MARK,Technology,Internet Content & Information
2253,MAS,Basic Materials,Building Materials
2254,MASI,Healthcare,Medical Instruments & Supplies
2255,MAT,Consumer Cyclical,Leisure
2256,MATW,Industrials,Conglomerates
2257,MATX,Industrials,Shipping & Ports
2258,MAXR,Technology,Communication Equipment
2259,MB,NULL,NULL
2260,MBCN,Financial Services,Banks - Regional - US
2261,MBFI,NULL,NULL
2262,MBII,Basic Materials,Agricultural Inputs
2263,MBIN,Financial Services,Banks - Regional - US
2264,MBT,Communication Services,Telecom Services
2265,MBUU,Consumer Cyclical,Recreational Vehicles
2266,MBWM,Financial Services,Banks - Regional - US
2267,MC,Financial Services,Capital Markets
2268,MCB,Financial Services,Banks - Regional - US
2269,MCBC,Financial Services,Banks - Regional - US
2270,MCC,Financial Services,Asset Management
2271,MCD,Consumer Cyclical,Restaurants
2272,MCEP,Energy,Oil & Gas E&P
2273,MCF,Energy,Oil & Gas E&P
2274,MCFT,Consumer Cyclical,Recreational Vehicles
2275,MCHP,Technology,Semiconductors
2276,MCHX,Consumer Cyclical,Marketing Services
2277,MCK,Healthcare,Medical Distribution
2278,MCO,Financial Services,Capital Markets
2279,MCRB,Healthcare,Biotechnology
2280,MCRI,Consumer Cyclical,Resorts & Casinos
2281,MCRN,Industrials,Diversified Industrials
2282,MCS,Consumer Cyclical,Media - Diversified
2283,MCY,Financial Services,Insurance - Property & Casualty
2284,MD,Healthcare,Medical Care
2285,MDB,Technology,Software - Application
2286,MDC,Consumer Cyclical,Residential Construction
2287,MDCA,Consumer Cyclical,Marketing Services
2288,MDCO,Healthcare,Drug Manufacturers - Specialty & Generic
2289,MDGL,Healthcare,Biotechnology
2290,MDLY,Financial Services,Asset Management
2291,MDLZ,Consumer Defensive,Confectioners
2292,MDP,Consumer Cyclical,Publishing
2293,MDR,Energy,Oil & Gas Equipment & Services
2294,MDRX,Technology,Health Information Services
2295,MDSO,NULL,NULL
2296,MDT,Healthcare,Medical Devices
2297,MDU,Basic Materials,Building Materials
2298,MDWD,Healthcare,Biotechnology
2299,MDXG,Healthcare,Medical Devices
2300,MEC,Industrials,Metal Fabrication
2301,MED,Consumer Cyclical,Specialty Retail
2302,MEDP,Healthcare,Diagnostics & Research
2303,MEET,Technology,Internet Content & Information
2304,MEI,Technology,Electronic Components
2305,MEIP,Healthcare,Biotechnology
2306,MELI,Consumer Cyclical,Specialty Retail
2307,MEOH,Basic Materials,Chemicals
2308,MERC,Basic Materials,Paper & Paper Products
2309,MESA,Industrials,Airlines
2310,MESO,Healthcare,Biotechnology
2311,MET,Financial Services,Insurance - Life
2312,METC,Basic Materials,Coal
2313,MFA,Real Estate,REIT - Diversified
2314,MFC,Financial Services,Insurance - Life
2315,MFIN,Financial Services,Credit Services
2316,MFSF,Financial Services,Banks - Regional - US
2317,MG,Industrials,Security & Protection Services
2318,MGA,Consumer Cyclical,Auto Parts
2319,MGEN,Healthcare,Biotechnology
2320,MGI,Financial Services,Credit Services
2321,MGIC,Technology,Software - Application
2322,MGLN,Healthcare,Health Care Plans
2323,MGM,Consumer Cyclical,Resorts & Casinos
2324,MGNX,Healthcare,Biotechnology
2325,MGP,Real Estate,REIT - Diversified
2326,MGPI,Consumer Defensive,Packaged Foods
2327,MGRC,Industrials,Rental & Leasing Services
2328,MGY,Energy,Oil & Gas E&P
2329,MHK,Consumer Cyclical,Home Furnishings & Fixtures
2330,MHLD,Financial Services,Insurance - Reinsurance
2331,MHO,Consumer Cyclical,Residential Construction
2332,MIC,Industrials,Airports & Air Services
2333,MIDD,Industrials,Diversified Industrials
2334,MIK,Consumer Cyclical,Specialty Retail
2335,MIME,Technology,Software - Infrastructure
2336,MIND,Technology,Scientific & Technical Instruments
2337,MINI,Industrials,Rental & Leasing Services
2338,MITK,Technology,Software - Application
2339,MITT,Real Estate,REIT - Diversified
2340,MIXT,Technology,Software - Infrastructure
2341,MKC,Consumer Defensive,Packaged Foods
2342,MKL,Financial Services,Insurance - Property & Casualty
2343,MKSI,Technology,Scientific & Technical Instruments
2344,MKTX,Financial Services,Capital Markets
2345,MLAB,Technology,Scientific & Technical Instruments
2346,MLCO,Consumer Cyclical,Resorts & Casinos
2347,MLHR,Industrials,Business Equipment
2348,MLI,Industrials,Metal Fabrication
2349,MLM,Basic Materials,Building Materials
2350,MLND,Healthcare,Biotechnology
2351,MLNT,Healthcare,Biotechnology
2352,MLNX,Technology,Semiconductors
2353,MLSS,Healthcare,Medical Instruments & Supplies
2354,MLVF,Financial Services,Savings & Cooperative Banks
2355,MMC,Financial Services,Insurance Brokers
2356,MMI,Real Estate,Real Estate Services
2357,MMLP,Energy,Oil & Gas Midstream
2358,MMM,Industrials,Diversified Industrials
2359,MMP,Energy,Oil & Gas Midstream
2360,MMS,Industrials,Business Services
2361,MMSI,Healthcare,Medical Instruments & Supplies
2362,MMYT,Consumer Cyclical,Leisure
2363,MN,Financial Services,Asset Management
2364,MNGA,NULL,NULL
2365,MNI,Consumer Cyclical,Publishing
2366,MNK,Healthcare,Drug Manufacturers - Specialty & Generic
2367,MNKD,Healthcare,Biotechnology
2368,MNLO,Healthcare,Biotechnology
2369,MNR,Real Estate,REIT - Industrial
2370,MNRL,Energy,Oil & Gas E&P
2371,MNRO,Consumer Cyclical,Auto Parts
2372,MNST,Consumer Defensive,Beverages - Soft Drinks
2373,MNTA,Healthcare,Drug Manufacturers - Specialty & Generic
2374,MNTX,Industrials,Farm & Construction Equipment
2375,MO,Consumer Defensive,Tobacco
2376,MOBL,Technology,Software - Application
2377,MOC,NULL,NULL
2378,MOD,Consumer Cyclical,Auto Parts
2379,MODN,Technology,Software - Application
2380,MOFG,Financial Services,Banks - Regional - US
2381,MOG.A,NULL,NULL
2382,MOG/A,NULL,NULL
2383,MOGO,Financial Services,Credit Services
2384,MOGU,Consumer Cyclical,Specialty Retail
2385,MOH,Healthcare,Health Care Plans
2386,MOMO,Technology,Internet Content & Information
2387,MORN,Industrials,Business Services
2388,MOS,Basic Materials,Agricultural Inputs
2389,MOSY,Technology,Semiconductors
2390,MOV,Consumer Cyclical,Luxury Goods
2391,MPAA,Consumer Cyclical,Auto Parts
2392,MPC,Energy,Oil & Gas Refining & Marketing
2393,MPLX,Energy,Oil & Gas Midstream
2394,MPO,NULL,NULL
2395,MPVD,Basic Materials,Industrial Metals & Minerals
2396,MPW,Real Estate,REIT - Healthcare Facilities
2397,MPWR,Technology,Semiconductors
2398,MPX,Consumer Cyclical,Recreational Vehicles
2399,MR,Energy,Oil & Gas E&P
2400,MRAM,Technology,Semiconductor Memory
2401,MRC,Energy,Oil & Gas Equipment & Services
2402,MRCC,Financial Services,Specialty Finance
2403,MRCY,Industrials,Aerospace & Defense
2404,MRIN,Technology,Software - Application
2405,MRK,Healthcare,Drug Manufacturers - Major
2406,MRLN,Financial Services,Credit Services
2407,MRNS,Healthcare,Biotechnology
2408,MRO,Energy,Oil & Gas E&P
2409,MRSN,Healthcare,Biotechnology
2410,MRT,NULL,NULL
2411,MRTN,Industrials,Trucking
2412,MRTX,Healthcare,Biotechnology
2413,MRUS,Healthcare,Biotechnology
2414,MRVL,Technology,Semiconductors
2415,MS,Financial Services,Capital Markets
2416,MSA,Industrials,Security & Protection Services
2417,MSBI,Financial Services,Banks - Regional - US
2418,MSCI,Financial Services,Capital Markets
2419,MSEX,Utilities,Utilities - Regulated Water
2420,MSFT,Technology,Software - Infrastructure
2421,MSG,Consumer Cyclical,Leisure
2422,MSGN,Consumer Cyclical,Media - Diversified
2423,MSI,Technology,Communication Equipment
2424,MSL,NULL,NULL
2425,MSM,Industrials,Industrial Distribution
2426,MSON,Healthcare,Medical Devices
2427,MSTR,Technology,Software - Application
2428,MT,Basic Materials,Steel
2429,MTB,Financial Services,Banks - Regional - US
2430,MTBC,Technology,Health Information Services
2431,MTCH,Technology,Internet Content & Information
2432,MTD,Healthcare,Diagnostics & Research
2433,MTDR,Energy,Oil & Gas E&P
2434,MTG,Financial Services,Insurance - Specialty
2435,MTH,Consumer Cyclical,Residential Construction
2436,MTLS,Technology,Software - Application
2437,MTN,Consumer Cyclical,Resorts & Casinos
2438,MTNB,Healthcare,Biotechnology
2439,MTOR,Consumer Cyclical,Auto Parts
2440,MTRN,Basic Materials,Industrial Metals & Minerals
2441,MTRX,Energy,Oil & Gas Equipment & Services
2442,MTSC,Technology,Scientific & Technical Instruments
2443,MTSI,Technology,Semiconductors
2444,MTW,Industrials,Farm & Construction Equipment
2445,MTX,Basic Materials,Chemicals
2446,MTZ,Industrials,Engineering & Construction
2447,MU,NULL,NULL
2448,MUR,Energy,Oil & Gas E&P
2449,MUSA,Consumer Cyclical,Specialty Retail
2450,MUX,Basic Materials,Industrial Metals & Minerals
2451,MVBF,Financial Services,Banks - Regional - US
2452,MVC,Financial Services,Asset Management
2453,MVIS,Technology,Electronic Components
2454,MWA,Industrials,Diversified Industrials
2455,MWK,Technology,Consumer Electronics
2456,MX,Technology,Semiconductors
2457,MXIM,Technology,Semiconductors
2458,MXL,Technology,Semiconductors
2459,MXWL,NULL,NULL
2460,MYE,Consumer Cyclical,Packaging & Containers
2461,MYFW,Financial Services,Banks - Regional - US
2462,MYGN,Healthcare,Diagnostics & Research
2463,MYL,Healthcare,Drug Manufacturers - Specialty & Generic
2464,MYO,Healthcare,Medical Devices
2465,MYOK,Healthcare,Biotechnology
2466,MYOS,Healthcare,Drug Manufacturers - Specialty & Generic
2467,MYRG,Industrials,Engineering & Construction
2468,NANO,NULL,NULL
2469,NAO,NULL,NULL
2470,NAT,Industrials,Shipping & Ports
2471,NATI,Technology,Software - Application
2472,NATR,Consumer Defensive,Household & Personal Products
2473,NAUH,Consumer Defensive,Education & Training Services
2474,NAV,Industrials,Truck Manufacturing
2475,NAVB,Healthcare,Biotechnology
2476,NAVG,NULL,NULL
2477,NAVI,Financial Services,Credit Services
2478,NBEV,Consumer Defensive,Beverages - Soft Drinks
2479,NBHC,Financial Services,Banks - Regional - US
2480,NBIX,Healthcare,Biotechnology
2481,NBL,Energy,Oil & Gas E&P
2482,NBLX,Energy,Oil & Gas Midstream
2483,NBN,Financial Services,Banks - Regional - US
2484,NBR,Energy,Oil & Gas Drilling
2485,NBRV,Healthcare,Biotechnology
2486,NBTB,Financial Services,Banks - Regional - US
2487,NBY,Healthcare,Biotechnology
2488,NCBS,Financial Services,Banks - Regional - US
2489,NCI,NULL,NULL
2490,NCLH,Consumer Cyclical,Leisure
2491,NCMI,Consumer Cyclical,Marketing Services
2492,NCOM,NULL,NULL
2493,NCR,Technology,Information Technology Services
2494,NCS,NULL,NULL
2495,NCSM,Energy,Oil & Gas Equipment & Services
2496,NDAQ,Financial Services,Financial Exchanges
2497,NDLS,Consumer Cyclical,Restaurants
2498,NDSN,Industrials,Diversified Industrials
2499,NE,Energy,Oil & Gas Drilling
2500,NEE,Utilities,Utilities - Regulated Electric
2501,NEM,Basic Materials,Gold
2502,NEO,Healthcare,Diagnostics & Research
2503,NEOG,Healthcare,Diagnostics & Research
2504,NEON,Technology,Electronic Components
2505,NEOS,Healthcare,Drug Manufacturers - Specialty & Generic
2506,NEP,Utilities,Utilities - Independent Power Producers
2507,NEPT,Healthcare,Drug Manufacturers - Specialty & Generic
2508,NERV,Healthcare,Biotechnology
2509,NES,Industrials,Waste Management
2510,NETE,Technology,Software - Infrastructure
2511,NETS,NULL,NULL
2512,NEU,Basic Materials,Specialty Chemicals
2513,NEWM,Consumer Cyclical,Publishing
2514,NEWR,Technology,Software - Infrastructure
2515,NEWT,Financial Services,Asset Management
2516,NEXA,Basic Materials,Industrial Metals & Minerals
2517,NFBK,Financial Services,Banks - Regional - US
2518,NFE,Utilities,Utilities - Regulated Gas
2519,NFG,Energy,Oil & Gas E&P
2520,NFLX,Consumer Cyclical,Media - Diversified
2521,NFX,NULL,NULL
2522,NG,Basic Materials,Gold
2523,NGD,Basic Materials,Gold
2524,NGHC,Financial Services,Insurance - Property & Casualty
2525,NGL,Energy,Oil & Gas Refining & Marketing
2526,NGS,Energy,Oil & Gas Equipment & Services
2527,NGVC,Consumer Defensive,Grocery Stores
2528,NGVT,Basic Materials,Specialty Chemicals
2529,NH,Technology,Health Information Services
2530,NHI,Real Estate,REIT - Healthcare Facilities
2531,NI,Utilities,Utilities - Regulated Gas
2532,NICE,Technology,Software - Application
2533,NIHD,Communication Services,Telecom Services
2534,NINE,Energy,Oil & Gas Equipment & Services
2535,NIO,Consumer Cyclical,Auto Manufacturers
2536,NIU,Consumer Cyclical,Auto Manufacturers
2537,NJR,Utilities,Utilities - Regulated Gas
2538,NKE,Consumer Cyclical,Footwear & Accessories
2539,NKSH,Financial Services,Banks - Regional - US
2540,NKTR,Healthcare,Biotechnology
2541,NLNK,Healthcare,Biotechnology
2542,NLS,Consumer Cyclical,Leisure
2543,NLSN,Industrials,Business Services
2544,NLST,Technology,Semiconductor Memory
2545,NLY,Real Estate,REIT - Diversified
2546,NM,Industrials,Shipping & Ports
2547,NMFC,Financial Services,Asset Management
2548,NMIH,Financial Services,Insurance - Property & Casualty
2549,NMM,Industrials,Shipping & Ports
2550,NMRK,Real Estate,Real Estate Services
2551,NNA,Industrials,Shipping & Ports
2552,NNBR,Industrials,Tools & Accessories
2553,NNDM,Technology,Computer Systems
2554,NNN,Real Estate,REIT - Retail
2555,NOA,NULL,NULL
2556,NOAH,Financial Services,Asset Management
2557,NOC,Industrials,Aerospace & Defense
2558,NOG,Energy,Oil & Gas E&P
2559,NOK,Technology,Communication Equipment
2560,NOMD,Consumer Defensive,Packaged Foods
2561,NOV,Energy,Oil & Gas Equipment & Services
2562,NOVN,Healthcare,Biotechnology
2563,NOVT,Technology,Scientific & Technical Instruments
2564,NOW,Technology,Software - Application
2565,NP,Basic Materials,Paper & Paper Products
2566,NPO,Industrials,Diversified Industrials
2567,NPTN,Technology,Semiconductors
2568,NR,Energy,Oil & Gas Equipment & Services
2569,NRC,Healthcare,Diagnostics & Research
2570,NRE,NULL,NULL
2571,NRG,Utilities,Utilities - Independent Power Producers
2572,NRIM,Financial Services,Banks - Regional - US
2573,NRP,Basic Materials,Coal
2574,NRZ,Real Estate,REIT - Residential
2575,NS,Energy,Oil & Gas Midstream
2576,NSA,Real Estate,REIT - Industrial
2577,NSC,Industrials,Railroads
2578,NSIT,Technology,Information Technology Services
2579,NSP,Industrials,Staffing & Outsourcing Services
